defName,中文名,英文标题,简称,阶段,来源,强制/倾向特质,禁用特质,技能加成,关联经历
Ratkin_Paratrooper,鼠族空输队员,Ratkin Paratrooper,Paratrooper,成年,鼠族扩展,,,Melee6、Shooting6、Crafting1,
Ratkin_Pathfinder,鼠族拓荒者,Ratkin Pathfinder,Pathfinder,成年,鼠族扩展,,,Melee4、Shooting4、Plants4、Animals4、Construction2、Medicine2,
Ratkin_PeaSister,鼠族豌豆修女,Ratkin Pea Sister,Pea Sister,成年,鼠族扩展,,,Plants5、Intellectual4、Cooking3,
Ratkin_Perfumer,鼠族香水调制师,Ratkin Perfumer,Perfumer,成年,鼠族扩展,,,Crafting6、Intellectual2、Social4、Artistic5,
Ratkin_PervertedAristocrats,鼠族变态贵族,Ratkin Perverted Aristocrats,Perverted Aristocrats,成年,鼠族扩展,Masochist:88,,Construction-2、Plants-2、Intellectual5、Social3、Artistic6,
Ratkin_Pilot,鼠族飞行员,Ratkin Pilot,Pilot,成年,鼠族扩展,,,Shooting4、Intellectual3、Social3、Crafting3,
Ratkin_Poacher,鼠族偷猎者,Ratkin Poacher,Poacher,成年,鼠族扩展,,,Shooting2、Plants-1、Animals1、Cooking1、Intellectual-1,
Ratkin_PoorPoet,鼠族贫穷的诗人,Ratkin Poor Poet,Poor Poet,成年,鼠族扩展,TorturedArtist:70,,Crafting-2、Construction-5、Cooking-4、Mining-6、Social-1、Artistic5、Medicine1,
Ratkin_PowerGenerator,鼠族发电工,Ratkin Power Generator,Power Generator,成年,鼠族扩展,SpeedOffset:80、SpeedOffset:40,,Melee3、Mining1,
Ratkin_PriestScribe,鼠族修女抄写员,Ratkin Priest Scribe,Priest Scribe,成年,鼠族扩展,,,Intellectual1、Artistic3,
Ratkin_PrisoneroftheRatkinReclamationCorps,鼠族垦荒囚犯,Prisoner of the Ratkin Reclamation Corps,Prisoner of Reclamation Corps,成年,鼠族扩展,Ascetic:80,,Plants3、Mining2、Crafting3、Animals1、Medicine1、Shooting1、Cooking1,
Ratkin_PrivateDetective,鼠族私家侦探,Ratkin Private Detective,Private Detective,成年,鼠族扩展,Industriousness:60,,Melee2、Shooting3、Social5、Intellectual1,
Ratkin_PrivateTutor,鼠族私塾教师,Ratkin Private Tutor,Private Tutor,成年,鼠族扩展,Industriousness:70,,Social8、Intellectual9、Artistic5,
Ratkin_Profiteer,鼠族奸商,Ratkin Profiteer,Profiteer,成年,鼠族扩展,TooSmart:75,,Melee-4、Social9、Intellectual6,
Ratkin_PsycastsBattleWarlock,鼠族心灵战斗术士,Ratkin Psycasts Battle Warlock,Psycasts Battle Warlock,成年,鼠族扩展,PsychicSensitivity:100,,Medicine4、Melee5、Shooting4,
Ratkin_Psychopath,鼠族精神病患者,Ratkin Psychopath,Psychopath,成年,鼠族扩展,Nerves:100、Neurotic:70,,Melee5、Shooting5、Medicine5、Cooking2、Construction1、Plants3,
Ratkin_RatkinHunterInstructor,鼠族反乱猎人教官,Ratkin Ratkin-Hunter Instructor,Ratkin-Hunter Instructor,成年,鼠族扩展,致命射手,,Shooting9、Melee8、Medicine4,
Ratkin_RatkinWatcher,鼠族监视者,Ratkin Watcher,Watcher,成年,鼠族扩展,,,Social5、Shooting1、Intellectual2,
Ratkin_Refiner,鼠族炼油工,Ratkin Refiner,Refiner,成年,鼠族扩展,Immunity:100,,Crafting5、Construction5、Intellectual3,
Ratkin_Refugee,鼠族逃难者,Ratkin Refugee,Refugee,成年,鼠族扩展,,,Crafting1、Cooking2、Intellectual-2、Artistic-1、Medicine1,
Ratkin_Reservist,鼠族预备役士兵,Ratkin Reservist,Reservist,成年,鼠族扩展,,,Melee2、Shooting2、Plants3、Animals2、Construction3、Crafting2,
Ratkin_RighteousThief,鼠族义贼,Ratkin Righteous Thief,Righteous Thief,成年,鼠族扩展,Kind:100、致命射手,,Shooting2、Melee4、Social4,
Ratkin_RoyalDoctor,鼠族御医,Ratkin Royal Doctor,Royal Doctor,成年,鼠族扩展,Neurotic:85,,Medicine11、Intellectual5、Social1、Shooting-4、Melee-4,
Ratkin_RoyalGendarmerie,鼠族皇家宪兵,Ratkin Royal Gendarmerie,Royal Gendarmerie,成年,鼠族扩展,Beauty:80,,Melee4、Shooting3、Social3,
Ratkin_RoyalPetKeeper,鼠族御宠管理员,Ratkin Royal Pet Keeper,Royal Pet Keeper,成年,鼠族扩展,,,Plants2、Animals7、Cooking2、Social4、Medicine1,
Ratkin_SCAV,鼠族SCAV,Ratkin SCAV,SCAV,成年,鼠族扩展,Nimble:50,,Shooting3、Melee4、Crafting3、Intellectual2、Social2、Medicine1,
Ratkin_Sailor,鼠族水手,Ratkin Sailor,Sailor,成年,鼠族扩展,NaturalMood:100、DrugDesire:60,,Melee3、Social3、Construction1、Crafting1,
Ratkin_Scavenger,鼠族拾荒者,Ratkin Scavenger,Scavenger,成年,鼠族扩展,,,Melee3、Medicine3,
Ratkin_Scout,鼠族侦察兵,Ratkin Scout,Scout,成年,鼠族扩展,致命射手、SpeedOffset:100,,Shooting9、Melee3、Social-3,
Ratkin_SeaMaiden,鼠族海女,Ratkin Sea Maiden,Sea Maiden,成年,鼠族扩展,粗暴,,Crafting3、Plants2、Animals2、Mining2、Medicine1,
Ratkin_SeniorAnomalyResearcher,鼠族高级异常研究员,Ratkin Senior Anomaly Researcher,Senior Anomaly Researcher,成年,鼠族扩展,Industriousness:65、FastLearner:90,,Shooting-5、Melee-5、Plants1、Animals1、Mining-10、Intellectual14、Social4、Medicine8,
Ratkin_Serf,鼠族农奴,Ratkin Serf,Serf,成年,鼠族扩展,SlowLearner:80,,Plants3、Mining1、Animals1、Crafting1、Construction1、Cooking1,
Ratkin_ShuttleCrewMember,鼠族穿梭机机组成员,Ratkin Shuttle Crew Member,Shuttle Crew Member,成年,鼠族扩展,,,Melee3、Crafting4、Intellectual3、Shooting3,
Ratkin_SignalCorp,鼠族通讯兵,Ratkin Signal Corp,Signal Corp,成年,鼠族扩展,,,Crafting2、Intellectual2,
Ratkin_SisteroftheRatkinArmy,鼠族随军修女,Sister of the Ratkin Army,Sister of the Army,成年,鼠族扩展,,,Medicine4、Social4,
Ratkin_Smuggler,鼠族走私者,Ratkin Smuggler,Smuggler,成年,鼠族扩展,DrugDesire:75,,Melee2、Cooking-3、Mining3、Intellectual3、Social4,
Ratkin_SmugglerB,鼠族走私者,Ratkin SmugglerB,SmugglerB,成年,鼠族扩展,,,Intellectual2、Social2,
Ratkin_Sociologist,鼠族社会学家,Ratkin Sociologist,Sociologist,成年,鼠族扩展,,,Intellectual5、Social5、Plants-3、Animals-3、Construction-3,
Ratkin_SpecialServiceKnight,鼠族特勤骑士,Ratkin Special Service Knight,Special Service Knight,成年,鼠族扩展,Nerves:100、致命射手、Nimble:65,,Melee10、Shooting10、Social-4,
Ratkin_StandIn,鼠族替身,Ratkin Stand-In,Stand-In,成年,鼠族扩展,,,Shooting-1、Melee-2、Social2、Artistic2,
Ratkin_Stargazer,鼠族观星者,Ratkin Stargazer,Stargazer,成年,鼠族扩展,,,Crafting3、Intellectual3、Social2,
Ratkin_Stepmother,鼠族继母,Ratkin Stepmother,Stepmother,成年,鼠族扩展,Beauty:100,,Social6、Artistic2,
Ratkin_SuperiorSister,鼠族修女长,Ratkin Superior Sister,Superior Sister,成年,鼠族扩展,Kind:100,,Cooking4、Crafting4、Social5、Intellectual3、Plants3,
Ratkin_SwordMaker,鼠族铸剑师,Ratkin Sword Maker,Sword Maker,成年,鼠族扩展,,,Crafting7、Melee3、Mining4,
Ratkin_SwordsmanshipTeacher,鼠族剑术教师,Ratkin Swordsmanship Teacher,Swordsmanship Teacher,成年,鼠族扩展,Brawler:100,,Melee9、Social7、Intellectual2,
Ratkin_TanneryArtisan,鼠族制革工匠,Ratkin Tannery Artisan,Tannery Artisan,成年,鼠族扩展,,,Shooting4、Crafting6、Artistic4,
Ratkin_TavernManager,鼠族小酒馆馆长,Ratkin Tavern Manager,Tavern Manager,成年,鼠族扩展,GreatMemory:50,,Cooking5、Social5,
Ratkin_TaxCollector,鼠族税务官,Ratkin Tax Collector,Tax Collector,成年,鼠族扩展,Abrasive:70,,Intellectual7、Social-8、Artistic4,
Ratkin_TrainDriver,鼠族火车司机,Ratkin Train Driver,Train Driver,成年,鼠族扩展,NightOwl:30,,Crafting4、Cooking2、Mining2,
Ratkin_TrenchAssaulter,鼠族战壕突击兵,Ratkin Trench Assaulter,Trench Assaulter,成年,鼠族扩展,Brawler:90、粗暴、Bloodlust:80,,Melee9、Artistic1、Medicine4,
Ratkin_VillageGuard,鼠族村庄守卫,Ratkin Village Guard,Village Guard,成年,鼠族扩展,,,Shooting4、Melee4、Crafting1、Construction3、Cooking1、Mining4,
Ratkin_WallBuilder,鼠族筑墙工,Ratkin Wall Builder,Wall Builder,成年,鼠族扩展,,,Construction7、Mining2、Intellectual-3,
Ratkin_WarBehemothDriverA,鼠族巨兽驾驶员,Ratkin War Behemoth Driver,War Behemoth Driver,成年,鼠族扩展,,,Crafting4、Intellectual5,
Ratkin_WarBehemothDriverB,鼠族巨兽驾驶员,Ratkin War Behemoth Driver,War Behemoth Driver,成年,鼠族扩展,,,Crafting5、Intellectual4,
Ratkin_WarSlave,鼠族战奴,Ratkin War Slave,War Slave,成年,鼠族扩展,Bloodlust:70、Nimble:70,,Melee10、Shooting3、Medicine2、Social-8,
Ratkin_AbandonedChildA,鼠族弃婴,Ratkin Abandoned Child,Abandoned Child,童年,鼠族扩展,,,Plants1、Crafting1、Social1,
Ratkin_AbandonedChildB,鼠族弃婴,Ratkin Abandoned Child,Abandoned Child,童年,鼠族扩展,Immunity:100,,Social-3、Intellectual2,
Ratkin_AlchemyApprentice,鼠族炼金学徒,Ratkin Alchemy Apprentice,Alchemy Apprentice,童年,鼠族扩展,Immunity:100,,Crafting3、Plants1、Mining1、Melee-3,
Ratkin_AlienChildSoldier,鼠族外族童兵,Ratkin Alien Child Soldier,Alien Child Soldier,童年,鼠族扩展,SpeedOffset:85,,Shooting2、Melee2,
Ratkin_ArtApprentice,鼠族美术学徒,Ratkin Art Apprentice,Art Apprentice,童年,鼠族扩展,,,Artistic4、Crafting1,
Ratkin_BastardB,鼠族私生子,Ratkin Bastard,Bastard,童年,鼠族扩展,Jealous:75,,Crafting1、Intellectual1、Social2、Artistic1,
Ratkin_BlacksmithChild,鼠族铁匠孩子,Ratkin Blacksmith Child,Blacksmith Child,童年,鼠族扩展,,,Crafting4,
Ratkin_ChildfromtheRichFamily,鼠族富家的孩子,Ratkin Child from the Rich Family,Child from the Rich Family,童年,鼠族扩展,,,Intellectual1、Social2、Artistic3,
Ratkin_ChildoftheNoble,鼠族贵族之子,Ratkin Child of the Noble,Child of the Noble,童年,鼠族扩展,Bloodlust:99,,Shooting2、Melee2、Social-4,
Ratkin_ChildontheBoat,鼠族船上的孩子,Ratkin Child on the Boat,Child on the Boat,童年,鼠族扩展,,,Melee1、Crafting1、Cooking1、Animals3,
Ratkin_CircusStuntApprentice,鼠族马戏团特技学徒,Ratkin Circus Stunt Apprentice,Circus Stunt Apprentice,童年,鼠族扩展,,,Plants2、Social1、Melee1,
Ratkin_CookingWorkerChild,鼠族烹饪工孩子,Ratkin Cooking Worker Child,Cooking Worker Child,童年,鼠族扩展,,,Cooking4,
Ratkin_CraftApprentice,鼠族手工艺学徒,Ratkin Craft Apprentice,Craft Apprentice,童年,鼠族扩展,,,Crafting3、Construction1、Artistic1,
Ratkin_DescendantoftheDeclinedNoble,鼠族没落贵族后裔,Ratkin Descendant of the Declined Noble,Descendant of the Declined Noble,童年,鼠族扩展,DrugDesire:90,,Melee3、Social2、Artistic3,
Ratkin_ElectricianApprentice,鼠族电工学徒,Ratkin Electrician Apprentice,Electrician Apprentice,童年,鼠族扩展,,,Crafting2、Construction3、Intellectual1、Medicine-2,
Ratkin_EpidemicChild,鼠族疫病儿童,Ratkin Epidemic Child,Epidemic Child,童年,鼠族扩展,Immunity:70,,Intellectual1、Social-2、Medicine3,
Ratkin_FlowerFarmersChild,鼠族花农孩子,Ratkin Flower Farmer's Child,Flower Farmer's Child,童年,鼠族扩展,,,Plants4,
Ratkin_HerbalistApprentice,鼠族草药学徒,Ratkin Herbalist Apprentice,Herbalist Apprentice,童年,鼠族扩展,,,Medicine2、Plants2,
Ratkin_HumanChild,鼠族人类的孩子,Ratkin Human Child,Human Child,童年,鼠族扩展,,,Plants2、Crafting2、Intellectual1、Cooking1,
Ratkin_HybridChild,鼠族混血儿,Ratkin Hybrid Child,Hybrid Child,童年,鼠族扩展,Immunity:100,,Intellectual3、Social2,
Ratkin_JunkyardChild,鼠族垃圾场儿童,Ratkin Junkyard Child,Junkyard Child,童年,鼠族扩展,Kind:70,,Intellectual-1、Crafting3,
Ratkin_KindChild,鼠族善良的孩子,Ratkin Kind Child,Kind Child,童年,鼠族扩展,Kind:90,,Social4、Medicine1,
Ratkin_LittleCliffMiner,鼠族小峭壁矿工,Ratkin Little Cliff Miner,Little Cliff Miner,童年,鼠族扩展,Industriousness:35,,Mining5、Social-2、Medicine-2,
Ratkin_LittleDelivery,鼠族小外卖员,Ratkin Little Delivery,Little Delivery,童年,鼠族扩展,SpeedOffset:60,,Cooking2、Social2,
Ratkin_LittleFarmHandyman,鼠族农场小杂工,Ratkin Little Farm Handyman,Little Farm Handyman,童年,鼠族扩展,,,Plants2、Animals2、Cooking1,
Ratkin_LittleLumberjack,鼠族小伐木工,Ratkin Little Lumberjack,Little Lumberjack,童年,鼠族扩展,,,Plants3、Cooking1,
Ratkin_LittleMechanicalMaintenanceWorker,鼠族小机械维护工,Little Mechanical Maintenance Worker,Little Mechanical Maintenance Worker,童年,鼠族扩展,,,Construction1、Crafting3,
Ratkin_LittleMilkman,鼠族小送奶工,Ratkin Little Milkman,Little Milkman,童年,鼠族扩展,Jealous:35,,Animals1、Cooking1、Social1,
Ratkin_LittleMoneylender,鼠族小放贷人,Ratkin Little Moneylender,Little Moneylender,童年,鼠族扩展,Greedy:85,,Melee-2、Intellectual4、Social3,
Ratkin_LittleMushroomHunter,鼠族小蘑菇猎手,Ratkin Little Mushroom Hunter,Little Mushroom Hunter,童年,鼠族扩展,GreatMemory:10,,Plants3、Cooking1,
Ratkin_LittleNewspaperDeliveryWorker,鼠族报童,Ratkin Little Newspaper Delivery Worker,Little Newspaper Delivery Worker,童年,鼠族扩展,,,Social3、Intellectual1,
Ratkin_LittleNursingHomeCaregiver,鼠族养老院小护工,Ratkin Little Nursing Home Caregiver,Little Nursing Home Caregiver,童年,鼠族扩展,Kind:60,,Intellectual1、Social1、Artistic1、Medicine3,
Ratkin_LittleResistanceForceTransporter,鼠族小反抗军交通员,Ratkin Little Resistance Force Transporter,Little Resistance Force Transporter,童年,鼠族扩展,,,Crafting1、Intellectual2、Social1,
Ratkin_LittleRunner,鼠族小跑腿,Ratkin Little Runner,Little Runner,童年,鼠族扩展,SpeedOffset:40、GreatMemory:15,,Intellectual1、Social3,
Ratkin_LittleShoeShiner,鼠族小擦鞋工,Ratkin Little Shoe Shiner,Little Shoe Shiner,童年,鼠族扩展,,,Crafting2、Social1,
Ratkin_LittleSlingshotShooter,鼠族小弹弓射手,Ratkin Little Slingshot Shooter,Little Slingshot Shooter,童年,鼠族扩展,致命射手,,Shooting4,
Ratkin_LittleStudyServant,鼠族书童,Ratkin Little Study Servant,Little Study Servant,童年,鼠族扩展,,,Social1、Intellectual2、Artistic1,
Ratkin_LittleWaiter,鼠族小服务生,Ratkin Little Waiter,Little Waiter,童年,鼠族扩展,,,Social4,
Ratkin_LittleWallPainter,鼠族小粉刷工,Ratkin Little Wall Painter,Little Wall Painter,童年,鼠族扩展,,,Construction3、Artistic1,
Ratkin_MilitaryCadet,鼠族军校生,Ratkin Military Cadet,Military Cadet,童年,鼠族扩展,Nerves:85、致命射手,,Shooting2、Melee2、Intellectual1,
Ratkin_NaughtyChild,鼠族顽童,Ratkin Naughty Child,Naughty Child,童年,鼠族扩展,NaturalMood:99,,Social2、Mining2、Animals1、Plants1、Intellectual-2,
Ratkin_NewMiddleClassChild,鼠族新中产儿童,Ratkin New Middle Class Child,New Middle Class Child,童年,鼠族扩展,,,Social1、Crafting1、Artistic1、Intellectual2,
Ratkin_Overachiever,鼠族卷王,Ratkin Overachiever,Overachiever,童年,鼠族扩展,,,Shooting-2、Melee-2、Intellectual4、Social2,
Ratkin_Pet,鼠族宠物,Ratkin Pet,Pet,童年,鼠族扩展,Nerves:100、SlowLearner:88,,Animals3,
Ratkin_PetShopChild,鼠族宠物店孩子,Ratkin Pet Shop Child,Pet Shop Child,童年,鼠族扩展,,,Animals4、Medicine1,
Ratkin_PlantationChild,鼠族种植园儿童,Ratkin Plantation Child,Plantation Child,童年,鼠族扩展,Immunity:40、DrugDesire:80,,Plants6,
Ratkin_PrintingApprentice,鼠族印刷学徒,Ratkin Printing Apprentice,Printing Apprentice,童年,鼠族扩展,TooSmart:65,,Intellectual2、Crafting2,
Ratkin_ResearchChild,鼠族科研儿童,Ratkin Research Child,Research Child,童年,鼠族扩展,TooSmart:40、GreatMemory:60,,Intellectual5,
Ratkin_ScaredChild,鼠族担惊受怕的孩子,Ratkin Scared Child,Scared Child,童年,鼠族扩展,NaturalMood:50、Nerves:50,,Crafting1、Plants1、Animals1、Intellectual-2、Social-4、Medicine1,
Ratkin_SeasideChild,鼠族海边的孩子,Ratkin Seaside Child,Seaside Child,童年,鼠族扩展,,,Social3、Crafting1,
Ratkin_SerfChild,鼠族农奴孩子,Ratkin Serf Child,Serf Child,童年,鼠族扩展,,,Plants1、Crafting1、Animals1、Mining1、Cooking1,
Ratkin_SlaveChildofthePirates,鼠族海盗的奴隶孩子,Ratkin Slave Child of the Pirates,Slave Child of the Pirates,童年,鼠族扩展,Masochist:100、Pyromaniac:100,,Melee3、Intellectual2,
Ratkin_SmartLittleRatkin,别人家的聪明小鼠,Smart Little Ratkin,Smart Little,童年,鼠族扩展,FastLearner:60、GreatMemory:100,,Intellectual5,
Ratkin_SmugglingChild,鼠族走私儿童,Ratkin Smuggling Child,Smuggling Child,童年,鼠族扩展,DrugDesire:30,,Intellectual2、Social1,
Ratkin_Squirrel,鼠族松鼠,Ratkin Squirrel,Squirrel,童年,鼠族扩展,Nimble:75,,Melee1、Plants2、Animals2,
Ratkin_StreetUrchin,鼠族街头顽童,Ratkin Street Urchin,Street Urchin,童年,鼠族扩展,,,Melee2、Crafting1、Intellectual-2、Social-2、Artistic3,
Ratkin_StreetVendor,鼠族街头小贩,Ratkin Street Vendor,Street Vendor,童年,鼠族扩展,,,Social3、Melee-1,
Ratkin_TraineeDemon,鼠族见习恶魔,Ratkin Trainee Demon,Trainee Demon,童年,鼠族扩展,Bloodlust:100、Psychopath:80,,Shooting3、Melee4、Social-5,
Ratkin_TraineeKnight,鼠族见习骑士,Ratkin Trainee Knight,Trainee Knight,童年,鼠族扩展,,,Social2、Artistic1、Melee3、Intellectual1、Medicine1,
Ratkin_TraineeSister,鼠族见习修女,Ratkin Trainee Sister,Trainee Sister,童年,鼠族扩展,Kind:50,,Social2、Medicine2,
Ratkin_VagabondChild,鼠族流浪民儿童,Ratkin Vagabond Child,Vagabond Child,童年,鼠族扩展,Ascetic:70,,Crafting2、Cooking2、Animals1、Medicine1、Melee1、Social1、Intellectual1,
Ratkin_VersifierChild,鼠族唱诗儿童,Ratkin Versifier Child,Versifier Child,童年,鼠族扩展,,,Intellectual-2、Social3,
Ratkin_WineryChild,鼠族酒庄孩子,Ratkin Winery Child,Winery Child,童年,鼠族扩展,,,Plants2、Crafting1、Social1,
Ratkin_theSurvivingChildoftheAnomaly,鼠族异常幸存的孩子,Ratkin the Surviving Child of the Anomaly,the Surviving Child of the Anomaly,童年,鼠族扩展,Wimp:50、NaturalMood:50,,Melee2、Social-5,
Ratkin_theSurvivingChildoftheFleshPit,鼠族肉坑幸存的孩子,Ratkin the Surviving Child of the Flesh Pit,the Surviving Child of the Flesh Pit,童年,鼠族扩展,Wimp:50,,Cooking1、Mining3、Social-3,
